unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
144,nr16284,california,7462.926263,yes,extended,college,2011-01-28,employed,f,70263,rural,married,93,30.0,66,0.0,5,personal auto,personal l3,offer2,call center,7.345946,two-door car,small,a,1
145,ab13432,california,3735.838129,no,basic,bachelor,2011-01-04,unemployed,m,0,suburban,single,110,3.0,16,0.0,1,personal auto,personal l3,offer1,agent,792.0,suv,medsize,a,1
146,xx53620,oregon,2891.272351,no,basic,bachelor,2011-02-02,employed,f,80590,rural,married,71,4.0,19,0.0,1,corporate auto,corporate l3,offer4,branch,134.158389,four-door car,small,a,2
147,az38648,washington,11981.98481,yes,basic,master,2011-01-20,retired,f,21514,urban,married,62,0.0,59,0.0,2,personal auto,personal l3,offer1,agent,257.248789,two-door car,medsize,a,1
148,hb24005,california,2347.048112,no,basic,college,2011-02-02,employed,m,31617,urban,single,62,17.0,29,1.0,1,personal auto,personal l1,offer1,agent,244.269407,four-door car,medsize,a,2
149,av76907,oregon,4282.947971,yes,basic,college,2011-02-26,employed,f,40864,rural,married,109,16.0,70,1.0,1,personal auto,personal l3,offer1,agent,166.937747,suv,medsize,a,2
150,er97256,arizona,5380.898636,yes,basic,college,2011-02-24,employed,f,55350,suburban,married,67,0.0,13,0.0,9,personal auto,personal l3,offer1,agent,321.6,four-door car,medsize,a,2
151,cj97736,oregon,5828.1822,no,basic,college,2011-02-16,employed,f,31364,suburban,married,74,28.0,47,0.0,3,personal auto,personal l3,offer2,web,461.269135,four-door car,small,a,2
152,az64856,california,5048.051359,no,extended,high school or below,2011-02-17,employed,f,34452,suburban,married,126,2.0,51,0.0,1,personal auto,personal l1,offer4,agent,604.8,suv,large,a,2
153,sa88518,oregon,7737.265103,no,basic,college,2011-01-19,employed,f,50296,rural,married,65,26.0,62,1.0,2,personal auto,personal l2,offer1,call center,46.804,two-door car,medsize,a,1
154,ed61615,california,7950.178237,no,basic,high school or below,2011-01-21,employed,m,26189,suburban,single,69,6.0,42,0.0,2,personal auto,personal l2,offer3,agent,331.2,four-door car,small,a,1
155,jg35886,california,4111.888285,no,premium,college,2011-01-21,employed,f,65085,urban,married,103,20.0,55,0.0,1,personal auto,personal l2,offer2,call center,480.073548,four-door car,medsize,a,1
156,mw48891,washington,8007.399376,yes,basic,high school or below,2011-01-02,unemployed,f,0,suburban,divorced,112,12.0,93,0.0,3,personal auto,personal l3,offer1,web,537.6,sports car,medsize,a,1
157,db26077,arizona,4873.436612,no,extended,high school or below,2011-01-05,retired,f,18866,suburban,married,126,4.0,62,0.0,1,personal auto,personal l2,offer3,call center,604.8,suv,medsize,a,1
158,rl31641,oregon,2252.416825,no,basic,college,2011-01-29,unemployed,f,0,suburban,single,65,13.0,84,0.0,1,personal auto,personal l3,offer3,web,468.0,two-door car,medsize,a,1
159,kx55910,oregon,4957.033603,no,basic,college,2011-01-15,employed,f,62803,suburban,married,62,16.0,12,0.0,5,personal auto,personal l3,offer2,web,400.959425,two-door car,small,a,1
160,pj86059,oregon,2655.864573,no,basic,high school or below,2011-01-04,employed,f,83460,suburban,divorced,66,20.0,18,0.0,1,corporate auto,corporate l2,offer2,call center,443.44552,four-door car,medsize,a,1
161,qb47024,washington,5898.733666,no,extended,bachelor,2011-02-17,employed,f,53998,suburban,divorced,78,5.0,38,5.0,8,personal auto,personal l3,offer1,call center,414.519064,four-door car,medsize,a,2
162,lg64797,california,17723.76398,no,extended,college,2011-02-18,employed,f,25771,suburban,married,222,21.0,58,0.0,4,personal auto,personal l1,offer1,branch,1253.984948,luxury suv,medsize,a,2
163,tp34946,california,5108.038755,no,basic,college,2011-01-09,disabled,m,26784,suburban,married,67,14.0,82,0.0,8,corporate auto,corporate l3,offer3,branch,482.4,four-door car,medsize,a,1
164,oo63074,california,4517.908834,no,basic,bachelor,2011-02-09,medical leave,f,25261,suburban,married,118,31.0,9,0.0,1,personal auto,personal l3,offer4,branch,566.4,suv,medsize,a,2
165,jl70559,arizona,5310.861767,no,basic,college,2011-02-02,unemployed,f,0,suburban,married,72,17.0,11,1.0,3,personal auto,personal l1,offer1,branch,345.6,four-door car,small,a,2
166,tw73441,nevada,2773.455358,no,basic,high school or below,2011-01-26,employed,f,73478,urban,married,68,2.0,38,0.0,1,personal auto,personal l2,offer2,call center,241.88878,four-door car,medsize,a,1
167,pz47901,arizona,5504.139033,yes,basic,bachelor,2011-02-08,unemployed,f,0,suburban,married,73,18.0,45,0.0,5,corporate auto,corporate l3,offer1,call center,350.4,four-door car,medsize,a,2
168,fv22585,california,6960.920371,no,extended,college,2011-02-04,employed,m,74487,rural,divorced,88,8.0,86,0.0,3,personal auto,personal l1,offer1,call center,16.711329,four-door car,medsize,a,2
169,au23837,california,5010.37931,no,basic,bachelor,2011-01-19,employed,f,64014,urban,single,63,15.149070740488469,27,0.384256105867471,7,corporate auto,corporate l3,offer1,agent,295.871784,four-door car,large,a,1
170,yn39714,oregon,8488.561363,no,basic,high school or below,2011-01-04,employed,f,80213,suburban,married,70,12.0,17,0.0,2,personal auto,personal l3,offer1,branch,440.268527,two-door car,medsize,a,1
171,hx74855,washington,2471.528431,yes,basic,high school or below,2011-01-15,employed,m,95697,rural,married,61,16.0,55,0.0,1,personal auto,personal l3,offer2,agent,114.273025,two-door car,medsize,a,1
172,me44353,oregon,5876.054314,no,basic,college,2011-02-09,employed,f,32848,urban,married,74,15.149070740488469,59,0.384256105867471,5,personal auto,personal l2,offer3,call center,250.454012,four-door car,medsize,a,2
173,cv40610,california,12313.16484,no,premium,college,2011-01-17,unemployed,m,0,suburban,single,116,7.0,57,0.0,2,personal auto,personal l1,offer1,call center,835.2,two-door car,medsize,a,1
174,mv69686,oregon,3982.180708,no,extended,doctor,2011-01-03,employed,f,38500,urban,married,99,26.0,49,1.0,1,corporate auto,corporate l2,offer1,agent,423.286512,four-door car,large,a,1
175,ib67546,california,8237.037945,no,basic,bachelor,2011-01-17,medical leave,f,23940,suburban,married,107,13.0,34,0.0,7,personal auto,personal l3,offer1,call center,513.6,suv,small,a,1
176,av93209,california,12487.58095,no,premium,high school or below,2011-01-11,employed,f,31283,suburban,married,104,15.149070740488469,3,0.384256105867471,2,personal auto,personal l3,offer1,agent,499.2,four-door car,medsize,a,1
177,oz41737,oregon,5366.779081,no,basic,doctor,2011-02-22,unemployed,f,0,urban,married,70,5.0,29,0.0,4,personal auto,personal l2,offer1,agent,223.174067,four-door car,large,a,2
178,qq39596,arizona,2517.533581,no,basic,college,2011-02-26,unemployed,f,0,rural,married,69,15.149070740488469,71,0.384256105867471,1,personal auto,personal l3,offer2,call center,42.096415,four-door car,medsize,a,2
179,dq19343,california,5583.068307,no,basic,high school or below,2011-02-22,employed,f,57925,urban,single,72,33.0,13,1.0,3,corporate auto,corporate l2,offer1,agent,204.620759,two-door car,medsize,a,2
180,ig89777,california,7356.559341,no,extended,high school or below,2011-01-09,employed,m,81145,urban,married,92,34.0,92,0.0,8,corporate auto,corporate l2,offer2,call center,321.060571,two-door car,large,a,1
181,sh48087,california,10144.3094,no,extended,college,2011-01-29,medical leave,f,27231,suburban,married,88,0.0,7,0.0,2,personal auto,personal l2,offer1,branch,422.4,four-door car,medsize,a,1
182,fl82372,oregon,8672.194272,no,basic,college,2011-01-26,employed,f,22547,suburban,divorced,112,7.0,60,0.0,3,corporate auto,corporate l3,offer1,agent,537.6,suv,medsize,a,1
183,wj57919,california,2674.730716,yes,basic,college,2011-02-15,employed,m,56342,suburban,single,69,12.0,89,0.0,1,special auto,special l3,offer2,call center,331.2,four-door car,small,a,2
184,ci60365,california,34611.37896,yes,basic,high school or below,2011-01-14,employed,f,20090,suburban,married,109,10.0,59,0.0,2,special auto,special l3,offer2,agent,523.2,sports car,medsize,a,1
185,dr84620,california,8071.334962,no,basic,bachelor,2011-02-07,employed,m,72149,rural,married,101,18.0,43,0.0,6,personal auto,personal l2,offer2,call center,69.310166,suv,medsize,a,2
186,bg42047,nevada,2511.944048,no,basic,college,2011-01-15,medical leave,m,17658,suburban,married,65,10.0,44,0.0,1,personal auto,personal l3,offer3,web,312.0,four-door car,medsize,a,1
187,af41118,california,7255.714453,no,extended,college,2011-01-05,medical leave,m,10710,suburban,married,94,12.0,33,0.0,7,personal auto,personal l2,offer1,branch,451.2,two-door car,small,a,1
188,qq25666,arizona,14510.7505,no,basic,high school or below,2011-01-25,employed,m,60120,urban,married,182,30.0,21,0.0,6,personal auto,personal l3,offer2,branch,716.469391,luxury car,medsize,a,1
189,ok31456,california,11009.13049,yes,premium,bachelor,2011-01-24,employed,f,51643,suburban,single,283,16.0,43,0.0,1,corporate auto,corporate l3,offer2,agent,1358.4,luxury car,medsize,a,1
190,vz18907,california,21991.61598,no,basic,college,2011-01-12,employed,f,80807,rural,married,109,1.0,73,0.0,2,personal auto,personal l3,offer2,branch,132.139111,suv,large,a,1
191,yu79270,arizona,4633.336334,no,basic,college,2011-01-15,medical leave,m,27132,suburban,single,63,32.0,59,1.0,4,personal auto,personal l1,offer1,branch,302.4,four-door car,medsize,a,1
192,wk18603,california,5272.518472,no,basic,doctor,2011-02-18,employed,m,85607,rural,single,66,26.0,1,0.0,3,personal auto,personal l2,offer2,agent,67.647131,four-door car,medsize,a,2
193,jk90180,arizona,4340.086445,no,basic,college,2011-01-06,unemployed,m,0,suburban,single,62,22.0,39,0.0,6,personal auto,personal l2,offer3,branch,446.4,four-door car,medsize,a,1
194,kc22636,california,5488.931031,no,basic,high school or below,2011-02-17,employed,f,33881,rural,married,68,11.0,83,0.0,9,personal auto,personal l3,offer2,web,65.659137,four-door car,large,a,2
195,so43919,california,14228.23432,no,extended,bachelor,2011-01-16,employed,m,31650,suburban,married,121,25.0,17,0.0,2,personal auto,personal l3,offer1,branch,580.8,suv,medsize,a,1
196,ne29938,california,12840.43291,no,extended,college,2011-02-03,unemployed,f,0,suburban,single,90,1.0,94,0.0,2,personal auto,personal l2,offer1,call center,648.0,two-door car,large,a,2
197,ww30771,arizona,2673.319593,no,basic,master,2011-02-13,employed,m,28728,suburban,married,67,8.0,10,0.0,1,personal auto,personal l3,offer4,branch,321.6,four-door car,small,a,2
198,bl29046,oregon,5332.462694,yes,basic,doctor,2011-02-22,employed,f,68931,urban,married,66,32.0,30,0.0,7,corporate auto,corporate l2,offer2,branch,309.577946,four-door car,medsize,a,2
199,ln50325,arizona,10064.60828,no,extended,high school or below,2011-02-03,employed,f,20440,suburban,married,128,11.0,54,2.0,9,corporate auto,corporate l3,offer3,branch,614.4,sports car,medsize,a,2
200,tl43709,washington,8972.140307,no,basic,bachelor,2011-01-27,employed,m,89689,rural,divorced,74,15.149070740488469,4,0.384256105867471,2,personal auto,personal l3,offer1,branch,136.829537,four-door car,large,a,1
201,vq65197,california,8197.197078,no,basic,college,2011-01-06,unemployed,f,0,suburban,married,110,27.0,87,0.0,3,personal auto,personal l3,offer2,agent,528.0,suv,medsize,a,1
202,vq97965,oregon,3514.212939,no,extended,bachelor,2011-02-23,employed,f,73643,rural,single,89,2.0,2,0.0,1,corporate auto,corporate l3,offer2,agent,147.486454,four-door car,medsize,a,2
203,sz70655,california,4293.009593,no,basic,college,2011-01-31,unemployed,f,0,suburban,single,61,18.0,15,0.0,8,corporate auto,corporate l3,offer1,agent,292.8,two-door car,large,a,1
204,qp69826,arizona,3567.503755,yes,basic,bachelor,2011-01-07,unemployed,m,0,suburban,married,102,28.0,11,0.0,1,corporate auto,corporate l2,offer2,agent,660.430456,suv,medsize,a,1
205,yz19736,arizona,2580.849899,yes,basic,college,2011-02-09,employed,m,46900,suburban,married,66,13.0,59,0.0,1,personal auto,personal l2,offer2,web,316.8,four-door car,medsize,a,2
206,cp92616,nevada,46805.22306,no,extended,high school or below,2011-02-25,employed,m,83006,urban,married,235,8.0,61,1.0,2,personal auto,personal l1,offer3,agent,1065.049894,luxury suv,small,a,2
207,nx37589,washington,2666.976685,no,basic,bachelor,2011-02-08,employed,f,79251,suburban,married,67,10.0,32,1.0,1,personal auto,personal l3,offer2,web,321.6,four-door car,medsize,a,2
208,ut21323,california,13057.01188,no,basic,college,2011-02-13,unemployed,m,0,suburban,single,190,9.0,67,0.0,7,personal auto,personal l3,offer3,branch,1833.182529,luxury suv,small,a,2
209,cm78608,california,5823.162917,no,basic,high school or below,2011-01-31,employed,f,88359,rural,divorced,73,1.0,49,0.0,9,personal auto,personal l3,offer2,call center,35.915639,two-door car,medsize,a,1
210,gu41198,california,9536.338382,no,extended,bachelor,2011-01-07,employed,f,62421,suburban,divorced,80,22.0,50,2.0,2,corporate auto,corporate l3,offer1,call center,384.0,four-door car,medsize,a,1
211,yb42706,nevada,8107.26533,no,extended,college,2011-01-23,unemployed,m,0,suburban,married,76,0.0,91,0.0,2,corporate auto,corporate l1,offer3,branch,364.8,two-door car,small,a,1
212,ux91266,california,3484.141641,no,extended,bachelor,2011-01-10,employed,m,34307,rural,divorced,92,33.0,62,2.0,1,personal auto,personal l3,offer1,call center,186.025014,four-door car,medsize,a,1
213,wo53546,oregon,34039.05613,no,basic,college,2011-01-28,unemployed,m,0,suburban,divorced,104,26.0,66,0.0,2,personal auto,personal l3,offer2,agent,499.2,sports car,medsize,a,1
214,zx85480,washington,7995.441263,no,basic,high school or below,2011-01-02,employed,f,66685,rural,married,67,35.0,50,2.0,2,personal auto,personal l2,offer2,call center,38.763897,two-door car,large,a,1
215,ns57426,arizona,11611.94584,no,extended,bachelor,2011-02-11,employed,m,28915,suburban,single,76,10.0,49,0.0,2,personal auto,personal l3,offer4,web,364.8,four-door car,medsize,a,2
216,qj22057,nevada,4454.104455,no,basic,college,2011-02-22,unemployed,f,0,suburban,single,68,5.0,72,1.0,3,personal auto,personal l3,offer1,branch,326.4,four-door car,large,a,2
217,fz79470,arizona,5395.346288,no,basic,bachelor,2011-02-24,unemployed,f,0,suburban,married,74,13.0,30,0.0,4,personal auto,personal l2,offer3,web,355.2,four-door car,medsize,a,2
218,em29019,arizona,8447.888167,no,basic,bachelor,2011-02-18,employed,f,61337,rural,married,105,35.0,46,0.0,9,personal auto,personal l2,offer1,call center,2.54009,suv,medsize,a,2
219,ve64781,arizona,2927.07045,no,basic,bachelor,2011-02-14,employed,f,75685,suburban,married,73,35.0,47,0.0,1,personal auto,personal l3,offer2,agent,369.918482,four-door car,small,a,2
220,zs94723,arizona,2960.029328,no,extended,high school or below,2011-02-05,unemployed,f,0,suburban,single,82,0.0,28,0.0,1,personal auto,personal l2,offer1,agent,590.4,four-door car,medsize,a,2
221,ub51030,washington,6582.450781,no,basic,high school or below,2011-02-15,unemployed,f,0,suburban,single,62,3.0,44,0.0,2,special auto,special l3,offer1,agent,297.6,four-door car,medsize,a,2
222,in65727,washington,2693.530229,no,basic,master,2011-01-15,employed,f,63684,suburban,single,68,15.149070740488469,87,0.384256105867471,1,personal auto,personal l3,offer2,agent,343.889585,two-door car,medsize,a,1
223,ie36279,california,2844.849804,no,basic,bachelor,2011-02-06,employed,m,80306,suburban,divorced,71,11.0,12,0.0,1,corporate auto,corporate l1,offer3,call center,340.8,two-door car,medsize,a,2
224,kl65897,california,6331.338496,no,extended,bachelor,2011-02-21,unemployed,f,0,rural,married,87,3.0,82,0.0,3,personal auto,personal l2,offer1,branch,94.714302,four-door car,medsize,a,2
225,bt20606,arizona,5837.528088,no,basic,doctor,2011-01-10,employed,m,83308,suburban,married,73,15.149070740488469,81,0.384256105867471,7,personal auto,personal l2,offer3,agent,419.471438,four-door car,medsize,a,1
226,vk57280,california,4727.354548,no,basic,bachelor,2011-01-03,unemployed,m,0,suburban,single,72,23.0,7,0.0,3,personal auto,personal l2,offer2,call center,345.6,four-door car,medsize,a,1
227,bw80872,washington,4434.411172,no,premium,high school or below,2011-01-13,employed,m,34549,rural,married,111,8.0,78,0.0,1,personal auto,personal l2,offer2,web,125.933005,four-door car,medsize,a,1
228,xq51968,california,5568.947534,yes,extended,high school or below,2011-01-01,unemployed,m,0,suburban,single,79,21.0,53,1.0,7,corporate auto,corporate l3,offer1,agent,407.440238,two-door car,medsize,a,1
229,ep29567,washington,7031.463693,no,extended,master,2011-01-24,retired,m,16224,suburban,married,93,13.0,55,0.0,9,corporate auto,corporate l1,offer3,web,498.452698,four-door car,medsize,a,1
230,ax70794,california,2449.31771,no,basic,high school or below,2011-02-04,employed,m,47122,suburban,single,62,6.0,77,0.0,1,personal auto,personal l2,offer2,branch,297.6,two-door car,medsize,a,2
231,nj46849,arizona,2504.444752,no,basic,college,2011-01-09,unemployed,m,0,suburban,single,69,23.0,15,0.0,1,personal auto,personal l2,offer2,branch,496.8,four-door car,medsize,a,1
232,wh20102,california,9095.049868,yes,basic,college,2011-01-11,employed,m,37937,suburban,married,116,11.0,42,0.0,5,personal auto,personal l2,offer2,call center,556.8,suv,medsize,a,1
233,qo86948,nevada,8071.65295,no,basic,high school or below,2011-02-18,unemployed,m,0,suburban,single,112,3.0,84,0.0,7,personal auto,personal l3,offer1,web,806.4,suv,small,a,2
234,dn14211,oregon,15032.9003,no,basic,college,2011-01-17,medical leave,m,17150,suburban,married,65,28.0,19,0.0,2,personal auto,personal l2,offer1,agent,689.800891,two-door car,medsize,a,1
